Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description,Views per Subscriber,Views per Video,Subscribers (M),Views (B),Tier
2733,UCq8cjGVDfkiOtqpGeLZl6QQ,HikaGaming,111000,8752969,50,EG,إنت عامل إية؟  ,78.86,175059.0,0.11,0.009,🔵 <1M
2734,UCYTlsgUo62fVLPsDB2S6zrw,Lennli,111000,16984746,607,Unknown,🐐  Impressum  Lennard Kothe c/o multiNETT m. Kothe Untere Eulenscheich 24 69151 Neckargemünd E-Mail: impressum@lennli.com  Redaktionell verantwortlich Lennard Kothe ,153.02,27981.0,0.11,0.017,🔵 <1M
2735,UC9ULRU3E5XWhDZa3A98lyUg,superspeed-club scacchi,111000,49779893,1949,IT,"Sono un appassionato di scacchi,  ho raggiunto da autodidatta la categoria di Candidato Maestro superando i 2000 punti elo Fide. Sono istruttore e ho ottenuto ottimi risultati sull'insegnamento per tutte le età. Curo questo canale in cui presento video didattici ed educativi sul gioco. Ciao a tutti e grazie.",448.47,25541.0,0.11,0.05,🔵 <1M
2736,UCmfnA2tPZ-XIbPZmE70_Fhg,AlesGames,111000,13313225,77,Unknown,📩 produccion@fantasyhouse.es,119.94,172899.0,0.11,0.013,🔵 <1M
2737,UCVqrOR5d9V-KZ-8hqznBPnw,Flipps: Filme Serien Games,110000,37860081,709,DE,"Filme, Serien & Games gibt es bei FLIPPS: Jede Woche Videos mit News, Fakten und Film-Wissen.  Wir liefern euch Neues zu Star Wars, Harry Potter und Marvel. Die Faktenflut zu Spider-Man, Mission Impossible und Batman. Spiele-Reviews zu den Mario Bros, Starfield und Legend of Zelda, und wir schauen auch in den Stream und sagen euch, was Stranger Things, The Witcher und Loki taugen.  Wir sind hier u",344.18,53399.0,0.11,0.038,🔵 <1M
2738,UCroB_n3z2jyUfq2J8yarSPA,내가수영TV,110000,67175503,3746,KR,종합게임스트리머 내가수영TV    리니지m  ★계좌후원:352 0235 4737 43 농협 이재영  #天堂M #リネージュM #리니지M 실시간 스트리밍 → http://www.afreeca.com/kmobabo 투네이션 후원 → https://toon.at/donate/kmobabo  ,610.69,17933.0,0.11,0.067,🔵 <1M
2739,UCuQjh3q1hbvsDVQqa1gG0mg,Ahmed Fares - احمد فارس,110000,9868507,227,EG,انا احمد فارس بتاع سيكولوجي بالعربي ، و معاكم هنا بالحب عشان كله بالحب..  ,89.71,43474.0,0.11,0.01,🔵 <1M
2740,UCf8BuPKoB2xLIlVgqQfZgEw,Rextroy,110000,34923855,567,SE,"Mainly focusing on World of Warcraft. Soloing, guides, PvP, exploration etc, have a look if you wish! Other games I enjoy playing from time to time, but doesn't make any videos about right now are:  Dead by Daylight, H1Z1, Hearthstone, Overwatch.  About me:  I am a 27 years old from Sweden, main enjoyments come from gaming and gym. Been playing World of Warcraft since I were 11 (early wotlk). Favo",317.49,61594.0,0.11,0.035,🔵 <1M
2741,UCZRnXPKwThnlxA2Kcb5fYsA,الكروان مودى امين,110000,34495965,83,EG,Drالقناة الرسمية لـ الكروان مودى امين  ✅ سوشيال ميديا : احمد ميدا  اشترك فى القناة 👍 وفعل الجرس 🔔 عشان يوصلك كل الجديد 🔥 _______________  Mody Amin Media ✅ Tiktok : https://bit.ly/3t7IePD Facebook : https://bit.ly/3N6YlF8 instagram : https://bit.ly/3xcyUg9 _______________  جميع الحقوق محفوظة لـ سوشيال ميدا ©️ ,313.6,415614.0,0.11,0.034,🔵 <1M
2742,UCQWpfo6Qn9kiFF3oUlK8yUg,Lynlyn,110000,18717451,216,PH,Hello! Welcome!!,170.16,86655.0,0.11,0.019,🔵 <1M
2743,UCcnpHUj7NSwsi2DaPVlT5wA,MaX TNP,110000,50421290,1543,Unknown,ช่องนี้ทำเกี่ยวกับเกมและก็อะไรก็ไม่รู้!!!,458.38,32677.0,0.11,0.05,🔵 <1M
2744,UCC9noN9nxjc9d_qZw-YvV4w,Feinberg Sucks,110000,26638371,636,US,edited stream highlights from the best minecraft player on twitch ,242.17,41884.0,0.11,0.027,🔵 <1M
2745,UCOGEfIqVknBNZye_rXAvZmQ,Shked,110000,8400296,72,Unknown,"Лучший клановый контент на просторах ютуба и не только  Меня зовут Никита, мне 23 года и я лидер клана R2. У меня больше 14к часов в Rust и большой опыт лидера в компьютерных играх!   Включен Роскомнадзором в перечень персональных страниц - https://gosuslugi.ru/snet/683db3aff6bad148e42ab833  yanskxcd ",76.37,116671.0,0.11,0.008,🔵 <1M
2746,UC1rRz3s-w1i480-UvpILxuQ,Dil Enterprises Official,109000,15794424,58,PK,"This is Dil Enterprises Official YouTube Channel. Get in touch for latest and famous Sindhi Songs.  Any uploading of our audio/visual content is strongly prohibited and the result will be ending up with a Strike, copyright infringement notice, and penalties.  ** Dil Enterprises Official ** ",144.9,272318.0,0.11,0.016,🔵 <1M
2747,UCuVo8C3j7maBvXmWgZ0U52Q,Abo3rab أبوعرب,109000,5521836,986,SA,"روابط الدعم والتواصل ⬇ أبوعرب قيمنق ,, سامي أبوعرب , أبوعرب ببجي أنتم أنا فمن أنا ",50.66,5600.0,0.11,0.006,🔵 <1M
2748,UCCLfECDuTl0Jj--qEsc9fIg,AllenTH,109000,32875897,307,TH,สวัสดีผมชื่อ อลัน/อัลเลน -ผมไม่ชอบเล่นมายคราฟ-  📫 ติดต่องาน: allenmchorror@gmail.com ,301.61,107088.0,0.11,0.033,🔵 <1M
2749,UCKMdARI1yd1mH_YNQQmEAJQ,Mex Spicy,109000,115987331,692,MX,"¡Bienvenidos a ""MexSpicy""! 🌶️🎶🌵 Descubre la esencia auténtica de la música regional mexicana y mucho mas en nuestro canal, donde cada video es una travesía fascinante por los ritmos vibrantes, las letras apasionadas y la rica cultura que define este género. Desde los clásicos icónicos hasta las nuevas joyas musicales, sumérgete en el corazón de México a través de ""MexSpicy"" y déjate envolver por l",1064.1,167612.0,0.11,0.116,🔵 <1M
2750,UCjIYfYc7PUpmmHVyYqAO21w,Junco Oficial,109000,95403670,10,ES,"Ricardo Gabarre se ganó el apodo de Junco de muy niño montando caballos. Nacido en Fraga​ se traslada a Cornellá de Llobregat y, a los dieciséis se sitúa al frente de Los Ángeles Gitanos. Ya entonces se inclinaba por la canción romántica, aunque su productor pretendió introducirlos en el mercado como un grupo más de rumberos de los muchos de aquel entonces.  En 1986 lanza el LP Hola mi amor, en el",875.26,9540367.0,0.11,0.095,🔵 <1M
2751,UCGapgrHsZrUV3o9UNb-VIZg,Hannabihan,109000,38994240,255,ID,"Hai guys ini channel YouTube game roblox aku hannabihan.  Semoga temen-temen bisa terhibur dengan channel ini ya. Disini kita akan seru-seruan main game Roblox hehe 😁😁 Terima kasih banyak buat temen-temen yang udah Subscribe, Like dan mampir ke channel ini. 😍😍🤗🤗  Support : http://saweria.co/ibuhanagaming  Sampai jumpa di live guys...😍😍 ",357.75,152919.0,0.11,0.039,🔵 <1M
2752,UCHIuXMDF2ON3oawZbBTwbrA,NonSytic,109000,28022608,554,VN,Và ô văn kê hê lâu anh em hẹ hẹ lại là mình đây Contact: Parodyjuu2024@gmail.com ,257.09,50582.0,0.11,0.028,🔵 <1M
2753,UC5oseuk3miDY4gsFfEh4ueA,PhantasystarCh,108000,57509344,1047,JP,『PSO2 ニュージェネシス』 ダウンロード無料/基本プレイ無料（一部有料アイテムあり） PlayStation®4版、Windows PC版、クラウド版（Nintendo Switch™、PC） 絶賛サービス中  『PSO2 ニュージェネシス』公式サイト：https://pso2.jp/ 公式Twitter：https://twitter.com/sega_pso2 公式コミュTwitter：https://twitter.com/rappy_commu 公式LINE＠アカウント：https://page.line.me/pso2 『ファンタシースターシリーズ』公式ポータルサイト：https://phantasystar.sega.jp/ ©SEGA ,532.49,54928.0,0.11,0.058,🔵 <1M
2754,UCQ5YkZwjrkHNu93QVJOxDKw,田楽,107000,148299780,2380,JP, ,1385.98,62311.0,0.11,0.148,🔵 <1M
2755,UCz0PLKFui6eoWYvEpnAk52g,IMATUH,107000,17646256,424,ID,"Disini aku menyediakan tempat nongkrongnya para pencari hiburan dan tawa! Di sini kamu bakal disuguhin gameplay seru dari PUBGM, aksi roleplay GTA yang kocak sampai melow, dan berbagai game lainnya yang nggak kalah asik.  Streaming santai, interaksi ramah, dan momen random yang bisa bikin kamu ngakak atau malah geleng-geleng kepala semuanya ada di sini. Imatuh, strimer ceria yang membawa kebahagia",164.92,41619.0,0.11,0.018,🔵 <1M
2756,UCn7JikzJk-SwXlwyK6NCTAA,DaizoPH,106000,12833758,120,PH,SUBSCRIBE FOR MORE GTA 5 CONTENT🍀 AND FOLLOW FOR MORE MY SOCIAL MEDIA! ,121.07,106948.0,0.11,0.013,🔵 <1M
2757,UCiAVAmxMUcS-4CS9LRRnB0Q,IIsmokey,106000,24304702,632,SA, ,229.29,38457.0,0.11,0.024,🔵 <1M
2758,UC9V7IcHHRsiLMfjQ5rhoeJQ,Akantor_Play 13,106000,22322418,574,ES,"✅No se muy bien lo que te ha traído hasta aquí, pero te aseguro que estás en el lugar indicado.  Soy un universitario que hace vídeos en su tiempo libre. En este canal estamos jodidamente mamados y locos de la cabeza, no encontrarás nada igual. Si no tienes suficiente con los vídeos, puedes pasarte por mi canal de Twitch, de vez en cuando caen algunos directos y son pura crema... 😋 La nueva genera",210.59,38889.0,0.11,0.022,🔵 <1M
2759,UCWzyOrX1MaC0FbTFWsPmMaA,Asaph Borba,106000,22193039,358,BR,"Asaph Borba é um músico e ministro de adoração brasileiro que por muitos anos tem ministrado por todo o Brasil e outros países em encontros de louvor e em igrejas das mais diferentes denominações, gravando os cânticos que lhe foram dados por Deus, que se tornaram parte da hinologia cristã nacional, entre eles, Jesus em Tua Presença, Minh’alma Engrandece, Alto Preço, O meu Louvor é Fruto, Infinitam",209.37,61992.0,0.11,0.022,🔵 <1M
2760,UCEp0uvqk-rAVsNto7mQporw,킴성태TV [풀영상],105000,96407837,4123,KR,킴성태 SOOP 생방송 다시보기 채널입니다.,918.17,23383.0,0.1,0.096,🔵 <1M
2761,UCaFlyr2lior08xtBSNdEQ1A,ROCKY,105000,42498144,147,PL,"❤️Спасибо большое пупсики кто подписалcя, я просто учусь делать видео про игры, строго не судите, всех обнял❤️  По всем вопросам рекламы писать на почту: droppwatch888@gmail.com ",404.74,289103.0,0.1,0.042,🔵 <1M
2762,UCJmnOEp1-OITEU0mk4icM5A,일루전 ILLUSION,105000,183246156,3207,KR,유튜브 크리에이터 일루전입니다.  문의 메일 - byounghyunee@gmail.com 비즈니스 문의 - ad@lolq.co.kr,1745.2,57139.0,0.1,0.183,🔵 <1M
2763,UCfsD-8m3JQzxFZ-EQPcjWZQ,Lv.99 Animation Club,104000,26460786,666,TW,"🔥 欢迎加入【Lv.99 Animation Club】—— 你的3D热血动画满级基地！ ⚔️ 专属领域：刀光剑影、异能觉醒、玄幻征途！从修真逆袭到星际争霸，从古风权谋到超现实激战，这里只有顶级3D视效与肾上腺素爆表的剧情！ 🔔 点击订阅＋开启小铃铛，一键满级你的动画体验！  🔥 Welcome to 【Lv.99 Animation Club】— Where 3D Action & Fantasy Hit MAX LEVEL! ⚔️ What We Deliver: Epic battles, mythical quests, and mind-blowing 3D animation! From cultivation legends to cyberpunk showdowns, we redefine immersive storytelling. 🔔 SMASH SUBSCRIB",254.43,39731.0,0.1,0.026,🔵 <1M
2764,UC2kjrfX4rwTgkh5FafHK-uw,Cydonia & Chiara,104000,77111449,2417,IT,"Il canale di ricaricamento di tutte le live Twitch di Cydonia e Chiara. Abbiamo i Pokémon, abbiamo i talk, successi competitivi e fallimenti esemplari.",741.46,31904.0,0.1,0.077,🔵 <1M
2765,UCZkW3f1yzVPpcBRCIfscz4w,Amin Martinez,104000,30326667,272,CO,"¡Soy Amin Martínez, El Original! 🎶🪗  Bienvenidos a mi rincón musical, donde el vallenato auténtico cobra vida. A través de mi voz, te llevaré a un viaje lleno de historias, emociones y la magia del Caribe colombiano. 🌴🎤  Si eres fan de las melodías que cuentan historias y te hacen sentir el alma del vallenato, estás en el lugar correcto. ¡Suscríbete y acompáñame en esta aventura musical llena de r",291.6,111495.0,0.1,0.03,🔵 <1M
2766,UCiQ9h7kh1B8p-mKrxIY6H-g,โป้ยไก่,104000,8159029,861,TH,ราชาโป้ยไก่ สตรีมเมอร์,78.45,9476.0,0.1,0.008,🔵 <1M
2767,UCUIlmuQBBHiNlTicuZgmKRg,Evourai,103000,14252641,119,US,Mace Anti-Hero  For business related: evourai@awrestudios.com Channel banner by @2802sennnn ,138.38,119770.0,0.1,0.014,🔵 <1M
2768,UCCiKOocVSjyb2rsbL_Aanhw,오형짱,103000,97763240,2040,KR,"안녕하세요 2005년부터 던파하고 있는 오형짱입니다 던파 랭킹 1등 (20년 차 고인물,  前 프로게이머, 국가대표) 항상 열심히 하겠습니다!  ",949.16,47923.0,0.1,0.098,🔵 <1M
2769,UC0QxHJgmvByDQk0GFws94pw,Maxime Biaggi 2.0,103000,22032596,277,Unknown,Chaîne regroupant les best of et clips et shorts de live issus des lives Twitch de Maxime Biaggi (c'est à dire moi en gros) et des fois d'autres trucs comme changer ma batterie de voiture,213.91,79540.0,0.1,0.022,🔵 <1M
2770,UCWu-810VZMA7yHif_kPtxag,Erez,103000,12467500,611,Unknown,,121.04,20405.0,0.1,0.012,🔵 <1M
2771,UCsvs6Obu--ydRQ5l40j5fCQ,しろがねれお-白金レオ,103000,116494887,3416,JP,📧お仕事のご依頼はこちらのメールへ shirogane123game@gmail.com  ,1131.02,34103.0,0.1,0.116,🔵 <1M
2772,UCj3fJ9a8sEiUP5tBpUvhkpg,CVVC Nguyễn Văn Khởi,102000,46081841,304,VN,"★ CVVC Nguyễn Văn Khởi là kênh âm nhạc giải trí chính thức của giọng ca ngọt ngào Chuông Vàng Vọng Cổ 2017 Nguyễn Văn Khởi. ★ Đến với kênh Youtube của Khởi quý vị sẽ được thưởng thức những bài vọng cổ, tân cổ giao duyên, trích đoạn cải lương mới nhất  và hay nhất của CVVC Nguyễn Văn Khởi. ★ Nghệ sỹ Nguyễn Văn Khởi (sinh ngày 22/10/1988). Bén duyên với cải lương từ năm 2014, phát triển nghề theo cá",451.78,151585.0,0.1,0.046,🔵 <1M
2773,UCPryqo3M_mit4_A5gD99LtQ,Phillthesun,102000,21515498,473,TH,สวัสดีครับผมฟิวเดอะซัน ซับตะไคร้แล้วคลิปใหม่ออกไวขึ้น 1 ชั่วโมง 🤗  ติดต่องานเท่านั้น Contact : phillthesun@gaconx.com,210.94,45487.0,0.1,0.022,🔵 <1M
2774,UChqrQI7ned6tFlT7mogKY3w,กกน(กิน เกมส์ นอน),102000,22305844,953,TH,,218.68,23406.0,0.1,0.022,🔵 <1M
2775,UCsf22ppLrgqdNoek8wc3y5A,Sifu【ポケポケ情報】,102000,35410512,253,JP,ポケカのアプリ「ポケポケ」の情報チャンネルです。Sifuのサブチャンネルです。 ・バトルや交換など交流（メンバー限定でDiscordも作成しています） ・開封動画や情報発信 情報が解禁され次第、動画をアップしていきます！  ,347.16,139962.0,0.1,0.035,🔵 <1M
2776,UCRYGse9KczSVqorHzv-ZnZA,Emma Kok,102000,2156375,34,NL,"The 18 year old singer Emma Kok won The Voice Kids Netherlands followed by winning Ministars in 2023. This is where she got to sing Voilà, which caught the attention of well-known violinist and conductor André Rieu, leading to the release of their collaboration 'Voilà'.   The track was a massive success, went viral all over the world. She played together with André's Johann Strauss symphonic orche",21.14,63423.0,0.1,0.002,🔵 <1M
2777,UCozhavMC5oIn1JxjLuP6D8Q,Bof games,102000,25032010,1182,NG,"""They call me The Professor for a reason""😌🎮  Proud member of #youtubeblack voices class of 2023😁  Business inquiries email: belonwuleo@gmail.com  Reach me on Instagram @bof__games   Subscribe to my channel to get; ⭐Regular gameplays ⭐Game tutorials ⭐Gaming tips & tricks😉 ⭐Game Reviews ⭐And Lots moreeee!!🕺   Thank you.",245.41,21178.0,0.1,0.025,🔵 <1M
2778,UCG3uYRYKfjtBFV0RMVn2D5Q,박다솜,101000,43937855,2314,KR,광고&프로모션 문의 [ Kakaotalk : pjina1481 ] [ Business Mail : pjina1491@hanmail.net ] ,435.03,18988.0,0.1,0.044,🔵 <1M
2779,UCQoJkrkaOpizc6ECCOAZCVw,Aryan,101000,61900615,373,CA,JOIN THE LIVE 📺,612.88,165953.0,0.1,0.062,🔵 <1M
2780,UCgNVsW5dvoZAjgywRlIo6Gg,Ali Raza,101000,22301785,22,PK,A talented duo Ali Raza & Shjr hailing from the city of melodies. We are now accepting queries for events and collaborations.   Feel free to reach out to our management at +923114034646 or drop us an email at queries.arm@gmail.com ,220.81,1013718.0,0.1,0.022,🔵 <1M
2781,UCwWar4gj4yu49prCe-zPq7g,veloxey,100000,26724490,548,IT,velox@arkadia.agency ,267.24,48767.0,0.1,0.027,🔵 <1M
2782,UCDPW-sgmdlWdUAGc3eqYUkw,Karizma Production,100000,6919682,19,EG,,69.2,364194.0,0.1,0.007,🔵 <1M
2783,UCaPlPW6sLMBvgBa11uwaBQA,Mehr Fabiano,100000,44963723,337,Unknown,Ich spiele auch hier FIFA!   Viel Spaß mit Mehr Fabiano - dem 2. FIFA Kanal von Fabiano!  Für geschäftliche Anfragen: fabiano@lunyone.de    Channel Banner Pig Clipart: a href='https://pngtree.com/so/cute' cute png from pngtree.com  ,449.64,133424.0,0.1,0.045,🔵 <1M
2784,UCHGS5f4M5Ix1HEEFYB0e7Lg,DJ Tunez,100000,32123833,138,US,DJ Tunez   In Tunez We Trust  ,321.24,232781.0,0.1,0.032,🔵 <1M
2785,UCFEohY4Qqkvff0K7luYdLkQ,Shahed Al Hasan,99800,94362,23,Unknown,Welcome To My Channel! I Showcase The Top Cheats For R6!,0.95,4103.0,0.1,0.0,🔵 <1M
2786,UCWbSzoM5xPxBx_60qApEcXQ,Adnan Arshad,99700,17124023,32,PK,"AdnanArshedOfficial is a YouTube channel dedicated to showcasing the mesmerizing talent of Adnan Arshed, a renowned Sariki singer. With a passion for music deeply rooted in the rich cultural heritage of Sariki music, AdnanArshedOfficial offers a captivating musical experience for its viewers. ____________________________________ Through soulful renditions of traditional Sariki songs and mesmerizin",171.76,535126.0,0.1,0.017,🔵 <1M
2787,UCfcfymsN3OMo2cfmbpGTanw,포피셜,98700,63576069,746,KR,"포셔의 로스트아크 전문 채널입니다.  로아 설명회, 레이드 공략 등 다양한 로아 콘텐츠를 업로드 합니다.  비지니스 및 광고 문의 : ad@jucon.co.kr ",644.13,85223.0,0.1,0.064,🔵 <1M
2788,UCzps05UZ7XpX3SFoFyYIDow,장지,98500,157974377,3123,KR,던파는 죡지쓰,1603.8,50584.0,0.1,0.158,🔵 <1M
2789,UCbNmTAwkTeP5HJtmnL4oC2w,지건킹,98500,91928455,748,Unknown,실력 + 재미 + 원딜 감수성 유튜버 지건킹입니다 숲 + 치지직 + 유튜브 라이브 생 방송 진행 합니다 !  하루 1영상 목표 !   이메일 : jgking0917@naver.com ,933.28,122899.0,0.1,0.092,🔵 <1M
2790,UCTrESvnL89q5dnT_yEDYBqQ,Apti,98200,8995726,64,TR,For business: aptistan@gmail.com ,91.61,140558.0,0.1,0.009,🔵 <1M
2791,UCzUSwIuz1O3R8VcCB_x_d2Q,Daaraj Family,98000,18194293,200,SN,daaraj family,185.66,90971.0,0.1,0.018,🔵 <1M
2792,UCeRw0QNO6AsQlGcHc8lyu-A,Golden Hour Memories,98000,9091686,98,PH, ,92.77,92772.0,0.1,0.009,🔵 <1M
2793,UCj3LI7Pvje7rwH8k92e09Gw,ETNAISE,97800,25991416,449,RU,№ 5583066736,265.76,57887.0,0.1,0.026,🔵 <1M
2794,UCbWA4nLSXvfWnOS2Q4yP48A,BLAST Premier CS2 Highlights,97700,47318222,900,DK,"Catch all the Counter-Strike 2 action of BLAST Premier with our official match highlight videos!   We are BLAST – the global esports network delivering world class entertainment.  Our mission is to deliver world class entertainment experiences: through our innovative and industry leading content and platform, we create the most exciting and exhilarating moments in esports for everyone, everywhere,",484.32,52576.0,0.1,0.047,🔵 <1M
2795,UCxM5Kfydlazj9gg8CgfEmrA,𝗣𝗿𝗲𝘀𝗲𝗻𝘁?,97700,15368670,159,VN,"Mee Media là đơn vị phát hành nhạc / phối khí / sản xuất dành cho tất cả nghệ sĩ indie / underground.  Nếu bạn là một người có nhiều bản nhạc hay chưa được biết đến, hãy liên hệ ngay với chúng tôi qua email sau: contact@meemedia.net Chúng tôi sẽ tư vấn cũng như hỗ trợ bài nhạc của bạn đến với nhiều khán giả hơn !  © Bản Quyền Thuộc Về Present? ⌦ Vui Lòng Không Reup Dưới Mọi Hình Thức!!! © Mọi thôn",157.3,96658.0,0.1,0.015,🔵 <1M
2796,UCePDzeJNkHN6JeGyFDM-u7Q,jaioongtong Music,97400,52130321,602,Unknown,บทเพลงเขียนจากหัวใจ จาก ปลายปากกาสู่ความจริง ให้บทเพลงเข้าไปอยู่ในจิตใจของผู้ฟังสัญญาว่าจะผลิตผลงานคุณภาพเพื่อรับใช้แฟนเพลงตลอดไปครับ,535.22,86595.0,0.1,0.052,🔵 <1M
2797,UC84-nJnLDsDJYuMGuja13yg,W Bańce,97200,72461606,605,PL,"Witam na kanale “W Bańce”, na którym znajdziesz największe hity z Polskich list przebojów, zarówno piosenki naszych rodzimych artystów jak również artystów zagranicznych, którzy królują na listach top50!  Publikujemy filmy z tekstem/lyrics na zasadzie karaoke więc możesz śpiewać swoje ulubione piosenki  bez szukania tekstu w Internecie 😊   ",745.49,119771.0,0.1,0.072,🔵 <1M
2798,UCYPUsHfDIH3u8Q7oRh_KSuA,Jeremy Frieser 2,96600,22508440,558,NL,Gewoon dingen die ik leuk vind  ,233.01,40338.0,0.1,0.023,🔵 <1M
2799,UC0YFHSVPLJQ4VF5s3-Il2AA,Anh Nông Dân Hay Hát,96500,35114240,926,Unknown,"Chào mừng bạn đến với kênh Anh Nông Dân Hay Hát. Kênh tuyển chọn những giọng hát hay, những ca khúc bolero, dân ca, trữ tình, vọng cổ...Mang tiếng hát các bạn yêu âm nhạc đến gần hơn với khán giả.  Rất trân trọng sự đóng góp của cả nhà  Cảm ơn cả nhà đã theo dõi và đồng hành cùng kênh Anh Nông Dân Hay Hát Mọi chi tiết liên hệ | Zalo : 0326207868 Hoặc Gmail : anhnongdanhayhat@gmail.com ( Mr Bình ) ",363.88,37920.0,0.1,0.035,🔵 <1M
2800,UCGGYkUBGByGEtn5L776vnjA,Asad Khan,96500,12789158,91,Unknown,"I’m Asad Khan — a producer, musician, singer, and DJ.   Formerly known as Khanvict, I built a career as a high-energy DJ, but that was only one part of me. Born in Pakistan and raised in Canada, my sound lives at the intersection of tradition and innovation.  Born in Pakistan, I’m deeply influenced by mystic Sufi philosophy, the listening traditions passed down from my grandfather, and my mother’s",132.53,140540.0,0.1,0.013,🔵 <1M
2801,UCSrC9Jb_eUeQkpVn2OfRauw,ธีร์ ทีเร็กซ์ OFFICIAL,96100,104925363,96,TH,สวัสดีครับผม ธีร์ ทีเร็กซ์ 🦖 ฝากติดตามช่อง YouTube ของผมด้วยนะครับ จะมีเพลงมาอัพเดตให้ทุกท่านได้รับชมรับฟังกันเรื่อย ๆ ตามสไตล์ของธีร์  ขอบคุณสำหรับการติดตามและซัพพอร์ตเสมอมาครับ  ,1091.84,1092973.0,0.1,0.105,🔵 <1M
2802,UCfjVG3RKy8MQrejswJ7iiqw,NerdOverNews,96000,38809167,2598,DE,"Hier gibt es mehrmals die Woche die aktuellsten News über die Nerd- und Gaming Szene.  Für KOOPERATIONEN, BUSINESS, FRAGEN oder auch PROBLEMEN wendet euch bitte an  ► nerdover@ng-influence.de  Impressum:  NerdOver c/o Michele Freitag-Skarjan - Next Gen Influence Andreas-Gayk-Straße 5 24103 Kiel https://www.ng-influence.de/   ",404.26,14938.0,0.1,0.039,🔵 <1M
2803,UCq_0UVcVuyb_lwjZBAhgETA,Yamir Antiman,95600,83726138,126,AR,".Yamir Antiman, es un rapero y poeta que compuso desde la cárcel varias canciones, entre ellos una canción inspirada en las vivencias de los padres y madres de chicos con trastornos del espectro autista (TEA), su labor es inspiración para muchos reclusos que no se encuentran salida para una mejor vida en sociedad.  (Alfredo Srur) Haber acompañado a @yamir_antiman desde sus inicios en la música; mi",875.8,664493.0,0.1,0.084,🔵 <1M
2804,UCAEoJW7deTDM9aAzN5-LH-w,Bov Boys Gaming,95400,5263739,25,GB,Welcome to BOV BOYS GAMING!  Business email - bovboys@uploadagency.com ,55.18,210550.0,0.1,0.005,🔵 <1M
2805,UCifFQ9zs_bu7PvDEBxaQ5wA,John Joodan,95300,107870075,5554,FR,"Bonjour à tous ! C'est John Joodan !  Vous trouverez sur la chaîne principalement des vidéos sur Dragon Ball Z Dokkan Battle ! Des invocations, du gameplay, des guides et toutes les informations dont vous avez besoin. J'ai aussi une chaîne secondaire où vous trouverez des reviews, unboxing, let's play et plus !  Au programme, des vidéos quotidiennes et des streams réguliers sur Twitch ! Dokkan Bat",1131.9,19422.0,0.1,0.108,🔵 <1M
2806,UCj9LqhHxYUOU6_J4Z3x7lKw,GTA HYPE,95100,57170483,65,US,WELCOME TO MY CHANNEL GTA HYPE ,601.16,879546.0,0.1,0.057,🔵 <1M
2807,UCuggwOih9862w7yXaLutfHw,Василий Гальперов,94900,3158060,67,RU,"Делаю видео про игры уже больше 15 лет.  Разбор полётов, Страшно Вырубай, обзоры, стримы и кучу-кучу всего другого. Теперь это будет тут!  Для рекламных запросов: galperov@dogematic.team ",33.28,47135.0,0.09,0.003,🔵 <1M
2808,UCWeqnaP_KjIx9qcrWgeub5w,Achapi【あちゃぴ】,94400,103916992,2236,JP,ブロスタ世界大会2021&2022優勝🏆 コンテンツクリエイターコード:【Achapi】,1100.82,46475.0,0.09,0.104,🔵 <1M
2809,UCb0JIlyHvR_-Q5u3eBpdmtA,ItsNicoBlox17,94100,13135335,314,IT,,139.59,41832.0,0.09,0.013,🔵 <1M
2810,UCTy-9QNmP0Gekdrf6YwA2yA,Coooley,93900,68335758,337,US,I beat MrLlamaSC once.,727.75,202777.0,0.09,0.068,🔵 <1M
2811,UCRAS_FzpEpTT5cCtXCZ6tBQ,TITANIC / سعيد,93900,33041625,2062,EG,اهلا بيكم في قناتكم يا ابطال انا سعيد بقدم محتوي جيمنع شروحات وجيم بلاي عن لعبة ببجي موبايل اتمني المحتوي يعجبك منور مكانك يا غالي,351.88,16024.0,0.09,0.033,🔵 <1M
2812,UC5ze_NCBEiOY40W6FvZxi1g,Mohan Media Music,93800,19563068,197,IN,"Namaskar Mandali, Welcome to Mohan Media Music! Our channel is dedicated to bringing you the best Marathi songs. From timeless classics to the latest hits, we have a diverse collection of music that will touch your heart and soul. Whether you are looking for soothing melodies or energetic tunes, you will find it all here. Subscribe to our channel and join us on a musical journey through the rich a",208.56,99305.0,0.09,0.02,🔵 <1M
2813,UCjJHCQD1ayHyV4nBWlaNtDw,ExoMadara,93300,36355523,3934,FR,"Créateur passionné par les FPS et shooters, je partage ma passion sur YouTube et TikTok. J’ai débuté en 2019 avec des tutos sur PES 2019 avant de m’orienter vers des jeux comme Red Dead Redemption 2 et surtout Apex Legends, un coup de cœur immédiat. J’y propose guides, actus et analyses. Ma chaîne s’est élargie avec ExoNews, dédié à l’actualité FPS. Joueur depuis Half-Life et compétiteur sur Quake",389.66,9241.0,0.09,0.036,🔵 <1M
2814,UCoZPDpzl4P1eUz-XDqR4wLg,Gladiator_RL,93200,29225795,1203,IT,"Mi chiamo Giulio, meglio conosciuto come ""Gladiator"", vivo a Benevento, ho 23 anni e sono uno tra i player italiani più forti su Rocket League. Mi piace portare un buon livello di gameplay unito ad un sano intrattenimento. Content Creator per Reply Totem.                                                                                                    network@replytotem.com ",313.58,24294.0,0.09,0.029,🔵 <1M
